joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
1.191650,1.174175,-0.007050,-0.086450,0.071800,0.102975,0.042325,-0.010550,-0.443500,-0.973950,-0.889925,1.148350,0.820900,0.272600,0.183600,0.137256,-0.061631,-0.084775,-0.000250,0.544050,-0.225775,-1.115500,-1.230975,0.550575,-0.437850,0.456400,0.483050,-0.082750,-0.088225
1.102900,1.110050,-0.001950,-0.077875,0.078075,0.115875,0.018475,-0.025825,-0.595400,-0.944675,-0.893875,1.251425,0.911950,0.260775,0.163900,0.152365,-0.129440,-0.093525,-0.015550,0.568000,-0.176400,-1.200375,-1.282350,0.675275,-0.367850,0.482225,0.475650,-0.089600,-0.040250
1.036525,1.069125,-0.002400,-0.068400,0.085850,0.127575,-0.000050,-0.041675,-0.724400,-0.920400,-0.901475,1.354000,0.997950,0.249550,0.144775,0.174280,-0.188980,-0.099950,-0.020700,0.589225,-0.144075,-1.283475,-1.330425,0.758975,-0.285575,0.496625,0.466900,-0.105850,-0.002750
1.003575,1.059050,0.022125,-0.042075,0.104075,0.137550,-0.007850,-0.057500,-0.806950,-0.872025,-0.906675,1.433725,1.084825,0.205575,0.115775,0.165073,-0.251948,-0.114900,-0.013125,0.589250,-0.104375,-1.419075,-1.368550,0.803875,-0.134050,0.461675,0.464700,-0.160725,0.040200
0.999050,1.074750,0.054650,-0.013950,0.120475,0.140825,-0.006550,-0.072400,-0.838825,-0.812225,-0.899750,1.491875,1.165925,0.151350,0.076800,0.138150,-0.299750,-0.125000,-0.002625,0.569925,-0.073150,-1.538325,-1.374625,0.822300,0.010050,0.415700,0.476575,-0.208025,0.067600
1.017925,1.111075,0.078225,0.000800,0.122800,0.132525,0.002200,-0.085525,-0.815825,-0.753575,-0.870900,1.529650,1.234600,0.109300,0.027825,0.107148,-0.314123,-0.116900,0.001000,0.533100,-0.066275,-1.572325,-1.326475,0.826500,0.070025,0.396925,0.510150,-0.201525,0.058450
1.030925,1.128675,0.103075,0.014250,0.123950,0.117650,0.011425,-0.096025,-0.787300,-0.677025,-0.810700,1.543250,1.284700,0.056150,-0.024350,0.033738,-0.297388,-0.099050,0.002650,0.488975,-0.055200,-1.564950,-1.223125,0.821225,0.024775,0.390225,0.585225,-0.191125,0.056025
1.031575,1.118700,0.116800,0.019675,0.123350,0.103600,0.016475,-0.098600,-0.767500,-0.620875,-0.749300,1.525850,1.291125,0.018500,-0.053650,-0.044891,-0.258459,-0.080350,0.001550,0.459600,-0.045425,-1.519875,-1.116275,0.809125,-0.103050,0.398950,0.664250,-0.182075,0.061525
0.994700,1.073275,0.114725,0.029225,0.116575,0.088075,0.020650,-0.092250,-0.759700,-0.536850,-0.667550,1.495725,1.286150,-0.020425,-0.086575,-0.140641,-0.191109,-0.053850,-0.008450,0.437350,-0.042850,-1.438825,-1.035700,0.772625,-0.302000,0.408100,0.728975,-0.163750,0.073650
0.940750,1.016950,0.106200,0.036975,0.108050,0.073850,0.019025,-0.081225,-0.760250,-0.451200,-0.587475,1.451075,1.260375,-0.055875,-0.115450,-0.229098,-0.115827,-0.031025,-0.018575,0.427425,-0.049075,-1.353850,-0.993600,0.715550,-0.481700,0.403850,0.765150,-0.152600,0.090925
