body_0_x,body_0_y,body_0_z,body_1_x,body_1_y,body_1_z,body_2_x,body_2_y,body_2_z,body_3_x,body_3_y,body_3_z,body_4_x,body_4_y,body_4_z,body_5_x,body_5_y,body_5_z,body_6_x,body_6_y,body_6_z,body_7_x,body_7_y,body_7_z,body_8_x,body_8_y,body_8_z,body_9_x,body_9_y,body_9_z,body_10_x,body_10_y,body_10_z,body_11_x,body_11_y,body_11_z,body_12_x,body_12_y,body_12_z,body_13_x,body_13_y,body_13_z
-0.077201,-0.005081,0.634730,-0.113191,0.118246,0.534571,0.101347,0.170632,0.322476,-0.030388,0.143113,0.036593,-0.102805,-0.113878,0.518393,0.126900,-0.154945,0.320218,-0.011365,-0.150152,0.036413,-0.052619,-0.006110,0.682921,0.172153,0.135480,0.782081,0.264318,0.166428,0.624666,0.360461,0.191059,0.469942,0.174427,-0.138030,0.790935,0.265083,-0.141046,0.629671,0.359717,-0.137146,0.472323
-0.080445,-0.004914,0.623330,-0.117592,0.118252,0.525174,0.104256,0.171968,0.321084,-0.030217,0.142828,0.036734,-0.107323,-0.113875,0.508970,0.128976,-0.155604,0.318848,-0.011794,-0.149847,0.036376,-0.054804,-0.005863,0.670967,0.172364,0.135901,0.765043,0.265314,0.167050,0.608128,0.362520,0.191550,0.454133,0.174939,-0.137389,0.774341,0.266206,-0.140433,0.613420,0.361702,-0.136261,0.456698
-0.083515,-0.004738,0.611908,-0.121756,0.118241,0.515731,0.107044,0.173282,0.319836,-0.030156,0.142489,0.037062,-0.111574,-0.113891,0.499555,0.131016,-0.156252,0.317669,-0.012209,-0.149511,0.036535,-0.056875,-0.005609,0.658995,0.172428,0.136356,0.748249,0.266180,0.167676,0.591845,0.364482,0.192016,0.438614,0.175407,-0.136722,0.757807,0.267327,-0.139812,0.597258,0.363740,-0.135389,0.441212
-0.086237,-0.004542,0.600441,-0.125450,0.118205,0.506120,0.109871,0.174620,0.318519,-0.030055,0.142152,0.037374,-0.115288,-0.113937,0.490079,0.133269,-0.156812,0.316560,-0.012322,-0.149060,0.036747,-0.058704,-0.005338,0.647014,0.172354,0.136881,0.732036,0.266964,0.168321,0.576172,0.366436,0.192453,0.423772,0.175911,-0.136004,0.741483,0.268598,-0.139172,0.581375,0.366055,-0.134537,0.426105
-0.088622,-0.004309,0.588967,-0.128692,0.118161,0.496373,0.112765,0.175993,0.317193,-0.029695,0.141956,0.037611,-0.118493,-0.113995,0.480578,0.135693,-0.157374,0.315542,-0.012133,-0.148603,0.037010,-0.060295,-0.005033,0.635066,0.172180,0.137465,0.716485,0.267737,0.168992,0.561215,0.368520,0.192829,0.409766,0.176425,-0.135246,0.725477,0.270039,-0.138545,0.565910,0.368737,-0.133703,0.411579
-0.090837,-0.004056,0.577489,-0.131714,0.118116,0.486577,0.115530,0.177395,0.315973,-0.029353,0.141812,0.037938,-0.121449,-0.114058,0.471080,0.138055,-0.157922,0.314672,-0.011934,-0.148130,0.037408,-0.061769,-0.004708,0.623128,0.171944,0.138078,0.701255,0.268476,0.169674,0.546601,0.370626,0.193181,0.396177,0.176914,-0.134467,0.709613,0.271527,-0.137917,0.550638,0.371562,-0.132873,0.397344
-0.092779,-0.003946,0.566109,-0.134250,0.117938,0.476683,0.118259,0.178566,0.314477,-0.029123,0.141761,0.038028,-0.123935,-0.114257,0.461542,0.140470,-0.158695,0.313741,-0.011666,-0.147853,0.037768,-0.063108,-0.004551,0.611363,0.171493,0.138556,0.687009,0.269121,0.170139,0.533039,0.372779,0.193226,0.383766,0.177296,-0.133840,0.694334,0.273050,-0.137522,0.536049,0.374591,-0.132342,0.383946
-0.094376,-0.003941,0.554875,-0.136416,0.117670,0.466911,0.120951,0.179632,0.313069,-0.028893,0.141577,0.038227,-0.126023,-0.114542,0.452090,0.142878,-0.159566,0.312818,-0.011416,-0.147716,0.038167,-0.064145,-0.004504,0.599760,0.171234,0.138922,0.673151,0.269947,0.170521,0.519877,0.375104,0.193233,0.371796,0.177845,-0.133328,0.679402,0.274754,-0.137202,0.521826,0.377815,-0.131865,0.370962
-0.095283,-0.004149,0.543929,-0.137825,0.117218,0.457340,0.123904,0.180480,0.311605,-0.028357,0.141174,0.038379,-0.127297,-0.115004,0.442767,0.145592,-0.160651,0.311693,-0.010892,-0.147869,0.038404,-0.064572,-0.004680,0.588491,0.171396,0.139069,0.660093,0.271206,0.170745,0.507546,0.377871,0.193159,0.360716,0.178801,-0.133044,0.665204,0.276907,-0.137042,0.508372,0.381523,-0.131498,0.358814
-0.096014,-0.004263,0.533455,-0.138966,0.116888,0.448101,0.126545,0.181335,0.309927,-0.028052,0.140851,0.038299,-0.128312,-0.115343,0.433769,0.148090,-0.161654,0.310521,-0.010536,-0.147902,0.038595,-0.064900,-0.004760,0.577739,0.171536,0.139310,0.647828,0.272386,0.171030,0.495974,0.380459,0.193184,0.350345,0.179638,-0.132672,0.652012,0.278861,-0.136795,0.495886,0.384921,-0.131109,0.347571
-0.096656,-0.004331,0.523216,-0.139979,0.116619,0.439033,0.128941,0.182194,0.308182,-0.027942,0.140555,0.038156,-0.129205,-0.115622,0.424937,0.150381,-0.162615,0.309363,-0.010357,-0.147858,0.038812,-0.065177,-0.004793,0.567244,0.171662,0.139596,0.635958,0.273519,0.171340,0.484782,0.382942,0.193263,0.340335,0.180412,-0.132260,0.639316,0.280708,-0.136501,0.483882,0.388152,-0.130709,0.336787
-0.096811,-0.004766,0.514012,-0.140532,0.116015,0.430905,0.131142,0.182708,0.306470,-0.027813,0.139814,0.037966,-0.129566,-0.116226,0.416964,0.152668,-0.163723,0.308230,-0.010196,-0.148143,0.039081,-0.065006,-0.005174,0.557806,0.172162,0.139573,0.625152,0.274785,0.171415,0.474515,0.385251,0.193236,0.331024,0.181461,-0.132172,0.628143,0.282559,-0.136443,0.473230,0.391050,-0.130500,0.327097
-0.096746,-0.005196,0.505100,-0.140846,0.115433,0.423036,0.133298,0.183202,0.304757,-0.027731,0.139069,0.037801,-0.129726,-0.116810,0.409233,0.154882,-0.164767,0.307083,-0.010084,-0.148367,0.039348,-0.064630,-0.005547,0.548668,0.172873,0.139555,0.614572,0.276194,0.171465,0.464426,0.387612,0.193186,0.321826,0.182655,-0.132085,0.617385,0.284453,-0.136400,0.462931,0.393875,-0.130343,0.317682
-0.096240,-0.005618,0.496773,-0.140669,0.114891,0.415671,0.135560,0.183655,0.302951,-0.027564,0.138343,0.037573,-0.129469,-0.117354,0.401976,0.157160,-0.165686,0.305825,-0.009875,-0.148507,0.039502,-0.063841,-0.005905,0.540130,0.174013,0.139544,0.604449,0.277906,0.171469,0.454702,0.390112,0.193080,0.312850,0.184158,-0.132002,0.607462,0.286453,-0.136397,0.453340,0.396595,-0.130298,0.308805
-0.095420,-0.006024,0.489160,-0.140194,0.114397,0.409011,0.137787,0.184142,0.301316,-0.027308,0.137806,0.037436,-0.128972,-0.117851,0.395371,0.159388,-0.166464,0.304685,-0.009616,-0.148567,0.039726,-0.062730,-0.006225,0.532297,0.175506,0.139643,0.594638,0.279791,0.171533,0.445156,0.392576,0.193029,0.303868,0.185939,-0.131815,0.598413,0.288428,-0.136325,0.444423,0.399013,-0.130258,0.300383
-0.094443,-0.006421,0.481903,-0.139572,0.113927,0.402706,0.139964,0.184641,0.299776,-0.027032,0.137344,0.037363,-0.128356,-0.118324,0.389094,0.161552,-0.167176,0.303618,-0.009367,-0.148595,0.040003,-0.061459,-0.006525,0.524813,0.177165,0.139796,0.584976,0.281750,0.171623,0.435691,0.395008,0.193004,0.294876,0.187859,-0.131574,0.589793,0.290388,-0.136215,0.435833,0.401271,-0.130220,0.292173
-0.093251,-0.006824,0.476129,-0.138610,0.113530,0.397736,0.142033,0.185079,0.298463,-0.026629,0.137040,0.037332,-0.127529,-0.118723,0.384046,0.163535,-0.167677,0.302644,-0.009147,-0.148653,0.040271,-0.060031,-0.006829,0.518851,0.178962,0.139921,0.576801,0.283803,0.171623,0.427668,0.397477,0.192884,0.287269,0.189741,-0.131364,0.583284,0.292114,-0.136178,0.429226,0.403143,-0.130362,0.285832
-0.091938,-0.007221,0.470850,-0.137526,0.113156,0.393239,0.144057,0.185439,0.297213,-0.026222,0.136751,0.037332,-0.126619,-0.119100,0.379444,0.165419,-0.168194,0.301690,-0.008923,-0.148756,0.040498,-0.058481,-0.007122,0.513380,0.180876,0.140081,0.568972,0.285917,0.171624,0.419946,0.399953,0.192749,0.279920,0.191738,-0.131106,0.577326,0.293840,-0.136120,0.423095,0.404923,-0.130534,0.279903
-0.090383,-0.007603,0.466561,-0.136192,0.112833,0.389680,0.146063,0.185654,0.296067,-0.025750,0.136531,0.037349,-0.125539,-0.119426,0.375729,0.167190,-0.168727,0.300748,-0.008620,-0.148925,0.040601,-0.056685,-0.007389,0.508892,0.183036,0.140316,0.561841,0.288168,0.171637,0.412832,0.402464,0.192588,0.273089,0.193969,-0.130750,0.572480,0.295573,-0.136025,0.417928,0.406531,-0.130760,0.274812
-0.088720,-0.007866,0.463483,-0.134741,0.112646,0.387212,0.147905,0.185914,0.295141,-0.025219,0.136301,0.037453,-0.124287,-0.119610,0.373062,0.168913,-0.169017,0.300009,-0.008170,-0.149024,0.040770,-0.054817,-0.007532,0.505638,0.185177,0.140686,0.556137,0.290373,0.171838,0.407139,0.404903,0.192678,0.267668,0.196188,-0.130243,0.569197,0.297257,-0.135725,0.414302,0.408054,-0.130755,0.271239
-0.087005,-0.008068,0.461012,-0.133233,0.112528,0.385291,0.149669,0.186195,0.294327,-0.024652,0.136069,0.037603,-0.122950,-0.119723,0.370921,0.170613,-0.169187,0.299373,-0.007643,-0.149088,0.040975,-0.052914,-0.007611,0.503002,0.187301,0.141119,0.551138,0.292545,0.172127,0.402144,0.407290,0.192896,0.262934,0.198405,-0.129651,0.566684,0.298913,-0.135310,0.411431,0.409527,-0.130634,0.268405
-0.085504,-0.008061,0.460078,-0.131863,0.112637,0.384744,0.151016,0.186353,0.293747,-0.024259,0.136114,0.037734,-0.121946,-0.119622,0.370237,0.171663,-0.169313,0.299030,-0.007352,-0.149186,0.041163,-0.051228,-0.007492,0.501903,0.189286,0.141635,0.547483,0.294464,0.172316,0.398375,0.409298,0.192861,0.259284,0.200371,-0.128956,0.565621,0.300147,-0.134956,0.409910,0.410414,-0.130777,0.266780
-0.084040,-0.007999,0.459658,-0.130530,0.112798,0.384670,0.152247,0.186460,0.293314,-0.023844,0.136130,0.037911,-0.121004,-0.119472,0.370054,0.172576,-0.169371,0.298867,-0.007007,-0.149215,0.041394,-0.049577,-0.007323,0.501313,0.191223,0.142156,0.544372,0.296307,0.172477,0.395124,0.411200,0.192787,0.256115,0.202297,-0.128238,0.565020,0.301328,-0.134595,0.408848,0.411218,-0.130957,0.265579
