body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
-0.054196,-0.171969,0.015782,-0.049946,0.030036,0.014282,0.041129,-0.113018,0.001254,0.025926,-0.011353,-0.002212,-0.047928,0.073124,0.017095,0.004746,-0.131085,0.002459,-0.037888,-0.033240,-0.000422,-0.023380,-0.171626,0.030732,-0.062060,-0.137320,-0.004308,0.015799,-0.145583,-0.128608,-0.512962,0.051791,0.109039,-0.047302,-0.135817,0.014165,-0.144340,-0.130581,0.191233,0.416734,0.028366,-0.073999
-0.052986,-0.175489,0.017565,-0.049098,0.072723,0.011869,0.044973,-0.128456,0.003968,0.028422,-0.006110,-0.000179,-0.043920,0.114872,0.025050,0.006361,-0.144572,0.010866,-0.024052,-0.015849,0.006449,-0.010582,-0.182745,0.033997,-0.055384,-0.122717,-0.012733,0.041619,-0.133164,-0.164274,-0.503158,0.082071,0.145779,-0.040658,-0.128882,0.012207,-0.143910,-0.123465,0.198607,0.410986,0.059688,-0.106952
-0.048757,-0.175602,0.022075,-0.047179,0.107188,0.007358,0.049551,-0.148376,0.004265,0.026037,-0.007696,-0.000421,-0.038386,0.156638,0.030735,0.011971,-0.152922,0.016149,-0.006135,-0.000132,0.010526,-0.007966,-0.192863,0.035788,-0.045302,-0.105094,-0.014360,0.065745,-0.117226,-0.184907,-0.478631,0.112902,0.159434,-0.032671,-0.116663,0.014774,-0.137142,-0.111312,0.201537,0.396304,0.091748,-0.111558
-0.042655,-0.173107,0.030869,-0.043232,0.153516,0.007404,0.048369,-0.158231,0.011795,0.026592,-0.021735,0.007275,-0.031182,0.207777,0.039757,0.012442,-0.164604,0.026493,0.007325,-0.002635,0.020283,-0.016602,-0.178496,0.038089,-0.036039,-0.084642,-0.002189,0.083560,-0.097837,-0.182758,-0.418980,0.144313,0.127042,-0.027184,-0.096973,0.024394,-0.126526,-0.091907,0.200988,0.349938,0.125682,-0.061618
-0.037064,-0.168859,0.036263,-0.038741,0.206214,0.007093,0.048624,-0.163237,0.018927,0.028029,-0.026820,0.014440,-0.025292,0.255999,0.043137,0.006471,-0.175030,0.032591,0.013482,-0.006040,0.025914,-0.031533,-0.159261,0.040917,-0.034437,-0.071441,0.013264,0.081547,-0.084362,-0.159293,-0.346255,0.164280,0.082452,-0.028507,-0.078417,0.034886,-0.114981,-0.074061,0.187665,0.288751,0.148830,-0.006505
-0.034083,-0.163703,0.030516,-0.034944,0.259812,0.001571,0.057711,-0.168663,0.018029,0.028481,-0.001493,0.012615,-0.023510,0.289122,0.031919,-0.006875,-0.179450,0.025092,0.009817,0.007119,0.017589,-0.047587,-0.154564,0.044347,-0.046787,-0.074152,0.021286,0.055220,-0.085596,-0.128742,-0.282024,0.161864,0.060244,-0.041104,-0.068341,0.039675,-0.112542,-0.064908,0.164831,0.229648,0.149730,0.003730
-0.030435,-0.158577,0.022175,-0.031511,0.311893,-0.009287,0.066220,-0.181753,0.012578,0.026590,0.014649,0.006328,-0.019550,0.330780,0.022525,-0.014815,-0.190355,0.018380,0.010923,0.018796,0.009887,-0.067708,-0.146328,0.043431,-0.059752,-0.077990,0.028625,0.024624,-0.087540,-0.094015,-0.226225,0.159237,0.041509,-0.053310,-0.057180,0.042875,-0.113011,-0.054449,0.146577,0.180395,0.149895,0.005332
-0.027994,-0.155970,0.015406,-0.030447,0.336481,-0.020151,0.069641,-0.195854,0.005139,0.023026,0.013616,-0.001397,-0.015487,0.360242,0.019471,-0.013576,-0.202197,0.015232,0.016059,0.023243,0.006097,-0.081897,-0.138599,0.038612,-0.067098,-0.082053,0.031804,-0.001624,-0.089531,-0.062648,-0.207365,0.157612,0.035165,-0.058858,-0.051344,0.043064,-0.110593,-0.049142,0.131994,0.165935,0.149299,-0.002243
-0.021344,-0.157791,0.010832,-0.025031,0.366194,-0.028818,0.074304,-0.206322,0.001180,0.019488,0.010511,-0.005423,-0.008909,0.375432,0.013737,-0.015640,-0.218566,0.011208,0.013409,0.015049,0.001861,-0.085749,-0.140915,0.036641,-0.066073,-0.077352,0.030988,-0.013823,-0.083376,-0.043807,-0.181729,0.166873,0.050855,-0.057234,-0.040453,0.042756,-0.104960,-0.038569,0.124005,0.153906,0.159700,-0.027227
-0.014385,-0.163089,0.007375,-0.019467,0.390906,-0.036556,0.078689,-0.215120,-0.002350,0.014700,0.005896,-0.008898,-0.001688,0.384882,0.010242,-0.018280,-0.234150,0.009890,0.008933,0.001841,0.000586,-0.085276,-0.149686,0.035599,-0.062826,-0.075775,0.028695,-0.018695,-0.080910,-0.034111,-0.166206,0.171997,0.075230,-0.053378,-0.034944,0.042017,-0.099691,-0.033245,0.120137,0.152622,0.165443,-0.058655
-0.011134,-0.170817,0.004011,-0.018090,0.400628,-0.044498,0.080963,-0.224094,-0.008465,0.007075,0.000503,-0.014916,0.004404,0.397300,0.014013,-0.018781,-0.243478,0.014819,0.008520,-0.008634,0.005635,-0.086648,-0.161190,0.033672,-0.063720,-0.089040,0.027576,-0.022933,-0.093819,-0.030463,-0.178144,0.157819,0.095299,-0.052531,-0.044782,0.041000,-0.100350,-0.043105,0.121137,0.170689,0.150763,-0.085614
