body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
0.999937,0.002204,0.009506,0.005635,0.994453,0.042636,-0.095708,0.009210,0.991789,0.015040,0.053997,0.114951,0.993381,-0.012868,0.000574,0.114142,0.991295,-0.047723,-0.122701,-0.000968,0.995868,-0.030600,0.061013,-0.059900,0.998317,0.003603,-0.003515,-0.057779,0.987857,-0.001570,0.155062,-0.009616,0.872025,0.069245,-0.469942,-0.118035,0.813950,-0.516237,0.165706,0.208628,0.943225,0.143625,0.121307,-0.273830,0.870302,-0.056091,-0.474255,0.120460,0.808484,0.527052,0.169759,-0.199377,0.940728,-0.140703,0.118516,0.284935
0.999960,0.001897,0.005889,0.006440,0.994673,0.042853,-0.093219,0.010004,0.991658,0.015634,0.055810,0.115134,0.993372,-0.012501,0.000547,0.114257,0.991752,-0.047273,-0.119139,0.000159,0.995830,-0.030474,0.062199,-0.059371,0.998350,0.003348,-0.003686,-0.057205,0.989442,-0.001795,0.144665,-0.008543,0.869471,0.070043,-0.474929,-0.116433,0.814169,-0.518343,0.160501,0.206613,0.944580,0.145494,0.112629,-0.271873,0.867508,-0.056695,-0.479256,0.120533,0.809407,0.528276,0.165278,-0.196132,0.941561,-0.143258,0.109763,0.284417
0.999971,0.001599,0.002392,0.007061,0.994861,0.043080,-0.091010,0.010620,0.991530,0.016170,0.057742,0.115210,0.993372,-0.012367,0.000627,0.114272,0.992157,-0.046796,-0.115907,0.001081,0.995781,-0.030237,0.063350,-0.059097,0.998368,0.003177,-0.003777,-0.056900,0.990850,-0.002063,0.134735,-0.007674,0.866717,0.070762,-0.480187,-0.114958,0.814617,-0.520225,0.155183,0.204166,0.945851,0.148000,0.103679,-0.269651,0.864582,-0.057501,-0.484430,0.120497,0.810514,0.529265,0.160516,-0.192820,0.942424,-0.146376,0.100775,0.283295
0.999972,0.001301,-0.000882,0.007348,0.995040,0.043375,-0.088853,0.010910,0.991394,0.016720,0.059603,0.115350,0.993364,-0.012278,0.000753,0.114351,0.992536,-0.046347,-0.112789,0.001658,0.995726,-0.029996,0.064359,-0.059062,0.998371,0.003095,-0.003751,-0.056849,0.992087,-0.002347,0.125328,-0.007101,0.863889,0.071299,-0.485466,-0.113731,0.815234,-0.521856,0.150050,0.201359,0.946871,0.151387,0.094906,-0.267415,0.861683,-0.058563,-0.489510,0.120223,0.811703,0.530015,0.155610,-0.189754,0.943226,-0.150298,0.092045,0.281535
0.999963,0.001005,-0.004043,0.007468,0.995212,0.043707,-0.086722,0.011032,0.991254,0.017281,0.061428,0.115517,0.993353,-0.012208,0.000903,0.114457,0.992899,-0.045908,-0.109727,0.002058,0.995666,-0.029752,0.065301,-0.059152,0.998367,0.003057,-0.003662,-0.056929,0.993202,-0.002638,0.116178,-0.006674,0.861002,0.071744,-0.490758,-0.112628,0.815818,-0.523502,0.144977,0.198416,0.947744,0.155160,0.086213,-0.265094,0.858776,-0.059747,-0.494546,0.119823,0.812826,0.530773,0.150606,-0.186848,0.943977,-0.154567,0.083435,0.279382
0.999951,0.000632,-0.006862,0.007078,0.995367,0.044113,-0.084760,0.010669,0.991126,0.017870,0.063193,0.115569,0.993357,-0.011993,0.001011,0.114444,0.993223,-0.045350,-0.106993,0.001958,0.995623,-0.029393,0.065949,-0.059350,0.998355,0.003049,-0.003656,-0.057130,0.994159,-0.002991,0.107678,-0.006719,0.858075,0.071839,-0.496005,-0.111920,0.816383,-0.525154,0.140254,0.195093,0.948309,0.159296,0.077826,-0.263206,0.855958,-0.061301,-0.499397,0.119084,0.813864,0.531468,0.145410,-0.184454,0.944672,-0.159260,0.075322,0.276690
0.999933,0.000259,-0.009546,0.006582,0.995513,0.044530,-0.082872,0.010196,0.990994,0.018438,0.064901,0.115670,0.993356,-0.011725,0.001060,0.114475,0.993526,-0.044825,-0.104373,0.001733,0.995580,-0.029073,0.066544,-0.059561,0.998343,0.003048,-0.003693,-0.057340,0.995011,-0.003381,0.099472,-0.006896,0.855180,0.071831,-0.501118,-0.111304,0.816766,-0.526963,0.135689,0.191810,0.948724,0.163350,0.069637,-0.261514,0.853209,-0.062914,-0.504070,0.118279,0.814727,0.532270,0.140270,-0.182299,0.945264,-0.163864,0.067446,0.273999
0.999911,-0.000117,-0.011965,0.005875,0.995643,0.044964,-0.081136,0.009515,0.990854,0.018959,0.066493,0.115875,0.993346,-0.011359,0.000990,0.114605,0.993795,-0.044371,-0.101989,0.001272,0.995541,-0.028830,0.067024,-0.059781,0.998331,0.003059,-0.003821,-0.057552,0.995738,-0.003847,0.091858,-0.007339,0.852395,0.071621,-0.505965,-0.110874,0.817009,-0.528828,0.131498,0.188532,0.948880,0.167359,0.061871,-0.260364,0.850641,-0.064661,-0.508386,0.117351,0.815443,0.533055,0.135288,-0.180560,0.945696,-0.168413,0.060068,0.271456
0.999887,-0.000458,-0.014188,0.005046,0.995754,0.045378,-0.079613,0.008709,0.990731,0.019439,0.067935,0.116013,0.993344,-0.010912,0.000837,0.114667,0.994029,-0.043908,-0.099891,0.000662,0.995502,-0.028553,0.067488,-0.060041,0.998315,0.003076,-0.003951,-0.057806,0.996351,-0.004373,0.084856,-0.008010,0.849696,0.071292,-0.510592,-0.110586,0.817086,-0.530804,0.127577,0.185316,0.948910,0.171061,0.054199,-0.259558,0.848219,-0.066473,-0.512413,0.116358,0.815989,0.533902,0.130463,-0.179136,0.946067,-0.172586,0.052818,0.269037
0.999858,-0.000781,-0.016313,0.004156,0.995855,0.045785,-0.078196,0.007837,0.990615,0.019903,0.069302,0.116116,0.993346,-0.010420,0.000642,0.114690,0.994244,-0.043436,-0.097938,-0.000026,0.995463,-0.028254,0.067941,-0.060324,0.998298,0.003101,-0.004084,-0.058086,0.996890,-0.004932,0.078158,-0.008793,0.847032,0.070897,-0.515102,-0.110367,0.817052,-0.532851,0.123794,0.182128,0.948869,0.174528,0.046555,-0.258883,0.845862,-0.068318,-0.516285,0.115328,0.816451,0.534757,0.125721,-0.177865,0.946398,-0.176499,0.045620,0.266643
0.999828,-0.001072,-0.018194,0.003325,0.995937,0.046152,-0.077004,0.007022,0.990499,0.020287,0.070709,0.116189,0.993352,-0.009856,0.000592,0.114696,0.994403,-0.043081,-0.096468,-0.000699,0.995425,-0.028030,0.068366,-0.060577,0.998284,0.003061,-0.004390,-0.058321,0.997313,-0.005546,0.072420,-0.009570,0.844573,0.070458,-0.519226,-0.110164,0.816835,-0.534954,0.120346,0.179225,0.948753,0.177322,0.039111,-0.258641,0.843725,-0.070108,-0.519731,0.114423,0.816806,0.535560,0.121399,-0.176821,0.946623,-0.179705,0.038600,0.264803
0.999796,-0.001339,-0.019980,0.002503,0.996011,0.046510,-0.075896,0.006213,0.990391,0.020660,0.072027,0.116240,0.993359,-0.009293,0.000528,0.114680,0.994544,-0.042736,-0.095148,-0.001380,0.995384,-0.027794,0.068815,-0.060844,0.998268,0.003021,-0.004637,-0.058573,0.997682,-0.006157,0.066981,-0.010342,0.842163,0.070017,-0.523226,-0.109976,0.816610,-0.536981,0.117008,0.176376,0.948587,0.179938,0.031670,-0.258462,0.841649,-0.071879,-0.523039,0.113533,0.817191,0.536236,0.117210,-0.175816,0.946797,-0.182705,0.031577,0.263052
