joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
-0.181189,-0.176262,0.000095,-0.024693,-0.019142,-0.011891,0.006555,-0.001926,0.133923,-0.032852,-0.019171,-0.133161,-0.151036,0.088989,0.072741,0.019323,-0.027791,0.028860,-0.010439,-0.042880,0.026818,-0.048422,-0.017512,-0.006419,0.062156,-0.028261,-0.034206,-0.044113,-0.036503
-0.203682,-0.198602,0.000915,-0.026014,-0.020847,-0.014895,0.002777,0.000281,0.147845,-0.039846,-0.025641,-0.155421,-0.171657,0.100883,0.085612,0.025327,-0.027735,0.034553,-0.005480,-0.049789,0.050830,-0.042944,-0.006758,-0.003250,0.055090,-0.031119,-0.041815,-0.046605,-0.034922
-0.221932,-0.218796,0.001976,-0.027216,-0.022442,-0.018872,-0.004369,0.004087,0.156128,-0.049832,-0.036098,-0.163879,-0.180952,0.112322,0.098041,0.031803,-0.029724,0.039266,-0.001773,-0.048786,0.085517,-0.030307,-0.000191,0.003278,0.026795,-0.030266,-0.045505,-0.041607,-0.025469
-0.246742,-0.243793,-0.000520,-0.031728,-0.020904,-0.023691,-0.016877,0.006264,0.169715,-0.046727,-0.030129,-0.186631,-0.205034,0.122838,0.105438,0.036109,-0.024201,0.044593,0.004247,-0.040290,0.099028,-0.010384,0.006788,0.011084,0.020585,-0.022834,-0.044699,-0.044911,-0.024121
-0.271393,-0.266462,-0.003494,-0.036821,-0.020356,-0.028398,-0.029200,0.005620,0.184420,-0.044559,-0.022698,-0.209917,-0.229476,0.132702,0.112130,0.040025,-0.018778,0.047126,0.008748,-0.032532,0.108447,0.007571,0.011771,0.021184,0.020918,-0.018616,-0.044736,-0.053640,-0.027348
-0.289164,-0.279677,-0.003866,-0.039766,-0.024918,-0.032043,-0.035789,0.000966,0.196056,-0.057354,-0.028767,-0.219976,-0.239856,0.142187,0.122446,0.045330,-0.021066,0.043457,0.007897,-0.033747,0.130859,0.014302,0.012350,0.034593,0.012253,-0.027408,-0.050954,-0.064917,-0.031618
-0.311952,-0.299001,0.001144,-0.043877,-0.030244,-0.036320,-0.047385,-0.006408,0.218673,-0.064620,-0.025412,-0.248737,-0.260148,0.152314,0.131189,0.050569,-0.027172,0.045022,0.006757,-0.026447,0.164006,0.026747,0.007425,0.039513,0.000813,-0.033521,-0.059536,-0.079183,-0.029460
-0.328361,-0.314773,0.009031,-0.047099,-0.033669,-0.039090,-0.058191,-0.012815,0.240961,-0.062724,-0.014311,-0.281819,-0.280207,0.158021,0.133990,0.053122,-0.034044,0.051038,0.005896,-0.014281,0.191317,0.038682,-0.000541,0.033485,-0.007682,-0.033899,-0.066191,-0.089303,-0.021953
-0.343286,-0.331578,0.021464,-0.047460,-0.036915,-0.041825,-0.062327,-0.021140,0.281467,-0.041533,0.021885,-0.324360,-0.311456,0.152436,0.118818,0.058502,-0.036197,0.057192,0.004433,-0.018837,0.218387,0.058364,-0.004817,0.005244,-0.021186,-0.036745,-0.076822,-0.084179,-0.035444
-0.353110,-0.345049,0.029798,-0.047395,-0.043518,-0.045037,-0.064695,-0.028823,0.327135,-0.016675,0.072181,-0.364700,-0.345091,0.144608,0.091813,0.063438,-0.041014,0.062173,0.000456,-0.028069,0.241374,0.070737,-0.012495,-0.032610,-0.031763,-0.040702,-0.086298,-0.067724,-0.053577
-0.354218,-0.350819,0.025389,-0.049338,-0.057016,-0.049242,-0.070194,-0.033308,0.364910,-0.003778,0.125578,-0.391183,-0.372307,0.143589,0.059113,0.064661,-0.055875,0.064672,-0.007947,-0.029929,0.256438,0.060746,-0.030665,-0.067477,-0.031478,-0.044410,-0.089492,-0.043850,-0.059994
-0.358782,-0.378361,0.028649,-0.054730,-0.075354,-0.055515,-0.080638,-0.042826,0.423796,0.036329,0.229548,-0.442433,-0.407997,0.124734,0.005022,0.069503,-0.070521,0.069737,-0.020790,-0.028484,0.246871,0.073876,-0.058780,-0.111028,-0.025438,-0.053093,-0.092401,-0.010417,-0.073065
-0.364520,-0.413903,0.037949,-0.060874,-0.089364,-0.060719,-0.090805,-0.052617,0.474349,0.083592,0.332106,-0.492826,-0.434316,0.097470,-0.043417,0.075542,-0.077629,0.074836,-0.031650,-0.024454,0.217457,0.103561,-0.082780,-0.141487,-0.016661,-0.062411,-0.093573,0.015859,-0.086253
-0.389216,-0.477186,0.036274,-0.071358,-0.118893,-0.068771,-0.104677,-0.059016,0.541285,0.154636,0.505545,-0.555976,-0.483817,0.064151,-0.135581,0.081142,-0.086350,0.081218,-0.047019,-0.025240,0.180064,0.138091,-0.118085,-0.170268,0.012418,-0.063207,-0.100806,0.049715,-0.125986
-0.432223,-0.553957,0.027288,-0.082116,-0.153360,-0.077486,-0.120771,-0.066521,0.612141,0.249865,0.700008,-0.623482,-0.537008,0.024240,-0.237926,0.087470,-0.096426,0.089249,-0.060418,-0.033870,0.143100,0.169528,-0.151860,-0.194694,0.044916,-0.058422,-0.108667,0.079590,-0.173665
-0.492893,-0.629964,0.014651,-0.089082,-0.182183,-0.084678,-0.137602,-0.079627,0.674456,0.369688,0.865633,-0.686946,-0.574397,-0.022802,-0.316906,0.095688,-0.107600,0.099301,-0.065365,-0.053372,0.114975,0.189935,-0.171273,-0.212087,0.063949,-0.050993,-0.111720,0.093925,-0.210694
-0.590940,-0.721548,0.003974,-0.090568,-0.215200,-0.088229,-0.157685,-0.098675,0.753436,0.557198,1.042311,-0.783136,-0.636462,-0.100139,-0.392848,0.103184,-0.110589,0.111929,-0.065766,-0.086593,0.083167,0.219329,-0.182868,-0.208631,0.083771,-0.041038,-0.122082,0.101091,-0.251891
-0.677341,-0.782918,0.000597,-0.085831,-0.235902,-0.086363,-0.170978,-0.114139,0.809592,0.718641,1.141701,-0.863958,-0.692169,-0.169105,-0.427782,0.106210,-0.103898,0.120819,-0.061420,-0.116923,0.063580,0.243013,-0.180848,-0.186054,0.094472,-0.033533,-0.134570,0.097503,-0.276657
-0.788121,-0.839429,-0.008361,-0.078200,-0.243644,-0.074088,-0.186820,-0.130659,0.884921,0.891341,1.209800,-0.990356,-0.786885,-0.228517,-0.442719,0.116684,-0.100586,0.121137,-0.048612,-0.176227,0.040307,0.263009,-0.163104,-0.169347,0.111705,-0.021849,-0.128213,0.091059,-0.301873
-0.893224,-0.893459,-0.013732,-0.068551,-0.241436,-0.057643,-0.200874,-0.139353,0.952790,1.027245,1.246063,-1.117465,-0.888404,-0.265649,-0.440246,0.127339,-0.096019,0.117842,-0.034240,-0.240273,0.027822,0.274079,-0.128118,-0.162834,0.116091,-0.008152,-0.117428,0.081266,-0.312160
-0.962596,-0.947385,-0.006349,-0.057756,-0.232289,-0.043265,-0.208805,-0.131341,0.986565,1.078299,1.249945,-1.200418,-0.964522,-0.267775,-0.422947,0.130907,-0.085564,0.115891,-0.025199,-0.284830,0.040596,0.270982,-0.074369,-0.170835,0.088252,0.005393,-0.116630,0.067631,-0.292136
-1.051172,-1.029448,-0.005053,-0.047152,-0.224834,-0.026866,-0.201610,-0.116058,1.022567,1.119699,1.255704,-1.307579,-1.088913,-0.263385,-0.402746,0.126719,-0.074526,0.107277,-0.016193,-0.328581,0.062078,0.252973,-0.005974,-0.178445,0.045316,0.018729,-0.103974,0.050529,-0.259684
-1.114664,-1.098615,-0.010493,-0.042039,-0.222797,-0.016647,-0.182887,-0.101146,1.042795,1.130744,1.260460,-1.385367,-1.199381,-0.254675,-0.389744,0.116869,-0.068424,0.096306,-0.011725,-0.349650,0.081527,0.229056,0.042870,-0.181858,0.008752,0.025186,-0.085789,0.038513,-0.231030
-1.192746,-1.197313,0.000848,-0.030248,-0.218308,-0.014795,-0.151421,-0.052871,1.042112,1.150298,1.269895,-1.458313,-1.313268,-0.251891,-0.371545,0.105059,-0.074013,0.082537,-0.005775,-0.345669,0.112594,0.169855,0.075988,-0.201519,-0.050272,0.022089,-0.053764,0.049564,-0.207167
-1.265928,-1.302664,0.014984,-0.019429,-0.212213,-0.020571,-0.111952,0.008501,1.029194,1.167572,1.280401,-1.511965,-1.412506,-0.255323,-0.347660,0.092298,-0.089655,0.073652,-0.000008,-0.317806,0.136657,0.097448,0.074396,-0.231758,-0.108354,0.006901,-0.020919,0.081248,-0.195724
-1.314721,-1.391790,0.017931,-0.017231,-0.205359,-0.033234,-0.069223,0.062702,1.012716,1.171777,1.288367,-1.531870,-1.479026,-0.265256,-0.317602,0.079596,-0.113712,0.077335,0.003910,-0.267232,0.135093,0.033914,0.019113,-0.266901,-0.142090,-0.022914,-0.000273,0.131127,-0.204331
-1.387771,-1.509733,0.006916,-0.010685,-0.191545,-0.056700,-0.019236,0.138842,0.977875,1.174089,1.307181,-1.543351,-1.552126,-0.269671,-0.284513,0.073224,-0.149824,0.086076,0.007537,-0.203849,0.120347,-0.045600,-0.110138,-0.333408,-0.125376,-0.068825,-0.010108,0.201155,-0.237867
