body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
0.999938,0.003428,-0.010583,-0.000142,0.996628,0.052814,-0.062737,0.002788,0.989338,0.029278,0.093295,0.107928,0.994393,-0.006337,0.005202,0.105428,0.996305,-0.040001,-0.075911,-0.003674,0.993562,-0.024785,0.088174,-0.066677,0.997909,0.001496,-0.011458,-0.063594,0.999354,-0.001370,0.029095,-0.021066,0.953224,0.300081,0.021808,-0.028971,0.888982,0.329071,0.268213,-0.171713,0.888229,0.342304,0.057378,-0.300973,0.973488,-0.225499,-0.037015,-0.010023,0.894023,-0.279010,0.205195,0.284202,0.896224,-0.271622,-0.027695,0.349624
0.999939,0.003401,-0.010478,-0.000420,0.996631,0.052865,-0.062657,0.002513,0.989337,0.029317,0.093230,0.107988,0.994387,-0.006333,0.005191,0.105487,0.996296,-0.039929,-0.076057,-0.003949,0.993574,-0.024727,0.088075,-0.066654,0.997910,0.001496,-0.011453,-0.063580,0.999340,-0.001420,0.029307,-0.021435,0.952395,0.302575,0.022865,-0.029477,0.887911,0.331318,0.270051,-0.170042,0.887553,0.344803,0.060453,-0.299510,0.974090,-0.222914,-0.036784,-0.010230,0.894424,-0.276424,0.203913,0.286383,0.896576,-0.268859,-0.028306,0.350806
0.999940,0.003375,-0.010366,-0.000701,0.996634,0.052909,-0.062581,0.002235,0.989340,0.029358,0.093146,0.108019,0.994384,-0.006324,0.005168,0.105517,0.996287,-0.039851,-0.076201,-0.004225,0.993588,-0.024666,0.087949,-0.066633,0.997910,0.001509,-0.011468,-0.063569,0.999325,-0.001476,0.029530,-0.021795,0.951567,0.305040,0.023917,-0.029983,0.886810,0.333554,0.271913,-0.168444,0.886829,0.347286,0.063508,-0.298149,0.974684,-0.220336,-0.036524,-0.010427,0.894814,-0.273849,0.202713,0.288484,0.896924,-0.266136,-0.028880,0.351945
0.999941,0.003354,-0.010238,-0.000988,0.996637,0.052944,-0.062511,0.001950,0.989353,0.029405,0.093026,0.107993,0.994387,-0.006302,0.005123,0.105487,0.996279,-0.039759,-0.076334,-0.004507,0.993606,-0.024595,0.087773,-0.066616,0.997910,0.001552,-0.011516,-0.063562,0.999310,-0.001543,0.029781,-0.022136,0.950746,0.307457,0.024967,-0.030483,0.885693,0.335751,0.273774,-0.166933,0.886077,0.349720,0.066497,-0.296887,0.975263,-0.217801,-0.036229,-0.010603,0.895183,-0.271317,0.201608,0.290498,0.897255,-0.263479,-0.029407,0.353056
0.999943,0.003338,-0.010110,-0.001189,0.996638,0.052994,-0.062467,0.001752,0.989373,0.029471,0.092769,0.108008,0.994387,-0.006298,0.004989,0.105497,0.996274,-0.039665,-0.076432,-0.004702,0.993628,-0.024532,0.087605,-0.066542,0.997914,0.001594,-0.011586,-0.063495,0.999295,-0.001637,0.030057,-0.022456,0.949944,0.309791,0.026006,-0.030974,0.884585,0.337874,0.275593,-0.165527,0.885319,0.352063,0.069365,-0.295722,0.975815,-0.215362,-0.035909,-0.010755,0.895523,-0.268876,0.200600,0.292412,0.897557,-0.260927,-0.029883,0.354141
0.999944,0.003324,-0.009982,-0.001345,0.996637,0.053050,-0.062438,0.001600,0.989397,0.029547,0.092443,0.108048,0.994385,-0.006305,0.004809,0.105529,0.996271,-0.039570,-0.076512,-0.004852,0.993650,-0.024474,0.087441,-0.066438,0.997919,0.001635,-0.011668,-0.063398,0.999279,-0.001746,0.030346,-0.022763,0.949167,0.312032,0.027010,-0.031458,0.883500,0.339915,0.277327,-0.164242,0.884567,0.354297,0.072062,-0.294657,0.976334,-0.213044,-0.035582,-0.010897,0.895839,-0.266549,0.199669,0.294206,0.897832,-0.258499,-0.030326,0.355186
0.999945,0.003310,-0.009833,-0.001546,0.996639,0.053099,-0.062366,0.001401,0.989419,0.029628,0.092240,0.108004,0.994391,-0.006281,0.004717,0.105478,0.996264,-0.039477,-0.076643,-0.005049,0.993665,-0.024368,0.087228,-0.066536,0.997911,0.001697,-0.011712,-0.063510,0.999259,-0.001829,0.030734,-0.023098,0.948405,0.314194,0.028044,-0.031999,0.882409,0.341884,0.279021,-0.163148,0.883802,0.356408,0.074631,-0.293764,0.976825,-0.210844,-0.035159,-0.011053,0.896134,-0.264296,0.198886,0.295866,0.898104,-0.256148,-0.030670,0.356168
0.999947,0.003292,-0.009654,-0.001705,0.996642,0.053135,-0.062295,0.001243,0.989440,0.029692,0.091995,0.108002,0.994391,-0.006279,0.004639,0.105475,0.996258,-0.039391,-0.076756,-0.005204,0.993683,-0.024285,0.087032,-0.066563,0.997908,0.001744,-0.011743,-0.063548,0.999239,-0.001916,0.031161,-0.023383,0.947679,0.316232,0.029075,-0.032504,0.881364,0.343723,0.280628,-0.162175,0.883074,0.358353,0.077014,-0.292971,0.977274,-0.208821,-0.034710,-0.011161,0.896384,-0.262198,0.198189,0.297436,0.898337,-0.253936,-0.030981,0.357137
0.999949,0.003268,-0.009416,-0.001781,0.996645,0.053147,-0.062225,0.001167,0.989460,0.029727,0.091662,0.108085,0.994382,-0.006320,0.004588,0.105565,0.996254,-0.039316,-0.076835,-0.005274,0.993706,-0.024244,0.086869,-0.066446,0.997915,0.001764,-0.011752,-0.063441,0.999218,-0.002007,0.031670,-0.023571,0.946996,0.318127,0.030155,-0.032941,0.880373,0.345395,0.282184,-0.161302,0.882398,0.360101,0.079237,-0.292273,0.977680,-0.206998,-0.034199,-0.011166,0.896565,-0.260271,0.197606,0.298967,0.898513,-0.251861,-0.031248,0.358139
0.999951,0.003255,-0.009145,-0.001831,0.996645,0.053161,-0.062216,0.001118,0.989494,0.029782,0.091325,0.108053,0.994385,-0.006322,0.004553,0.105538,0.996250,-0.039256,-0.076919,-0.005322,0.993734,-0.024215,0.086622,-0.066355,0.997920,0.001779,-0.011759,-0.063361,0.999197,-0.002096,0.032233,-0.023722,0.946356,0.319878,0.031242,-0.033358,0.879441,0.346915,0.283637,-0.160571,0.881757,0.361658,0.081236,-0.291735,0.978038,-0.205393,-0.033632,-0.011135,0.896699,-0.258518,0.197130,0.300400,0.898655,-0.249939,-0.031497,0.359106
